key,Rare disease,link,description
post-1480,Myelodysplastic Syndromes,https://rarediseases.org/rare-diseases/myelodysplastic-syndromes/,MDSmyelodysplasiapre-leukemiarefractory anemia
post-1481,Myhre Syndrome,https://rarediseases.org/rare-diseases/myhre-syndrome/,"laryngotracheal stenosis, arthropathy, prognathism, and short statureLAPS Syndrome"
post-1882,Myocarditis,https://rarediseases.org/rare-diseases/myocarditis/,Inflammatory cardiomyopathyIdiopathic myocarditisViral cardiomyopathy
post-2035,Myoclonic Atonic Epilepsy,https://rarediseases.org/rare-diseases/myoclonic-atonic-epilepsy/,Doose syndromeepilepsy with myoclonic-astatic seizuresepilepsy with myoclonic-atonic seizures (EMAS)epilepsy with myoclonic-astatic crisismyoclonic astatic epilepsyMAE
post-1483,Myofibrillar Myopathy,https://rarediseases.org/rare-diseases/myopathy-myofibrillar/,N/A
post-1484,"Myopathy, Scapuloperoneal",https://rarediseases.org/rare-diseases/myopathy-scapuloperoneal/,"Scapuloperoneal Muscular DystrophyScapuloperoneal Syndrome, Myopathic Type"
post-1485,Myotonia Congenita,https://rarediseases.org/rare-diseases/myotonia-congenita/,N/A
post-1075,Myotonic Dystrophy,https://rarediseases.org/rare-diseases/dystrophy-myotonic/,Curschmann-Batten-Steinert syndromeDMdystrophia myotoniamyotonia atrophicaSteinert diseasemyotonic muscular dystrophyProximal myotonic myopathy (PROMM)Ricker syndrome
post-1486,N-Acetylglutamate Synthetase Deficiency,https://rarediseases.org/rare-diseases/n-acetylglutamate-synthetase-deficiency/,hyperammonemia due to N-acetylglutamate synthetase deficiencyNAGS deficiency
post-1487,Nager Syndrome,https://rarediseases.org/rare-diseases/nager-syndrome/,"acrofacial dysostosis, Nager Typemandibulofacial dysostosis, Treacher Collins type, with limb anomaliesNager acrofacial dysostosisNAFDpreaxial acrofacial dysostosis"
post-1488,Nail Patella Syndrome,https://rarediseases.org/rare-diseases/nail-patella-syndrome/,Fong disease*hereditary onychoosteodysplasia (HOOD)NPSonychoosteodysplasiaTurner-Kieser syndromearthro-osteo-onychodysplasia
post-1489,Nance-Horan Syndrome,https://rarediseases.org/rare-diseases/nance-horan-syndrome/,"cataract-dental syndromecataract, X-linked, with Hutchinsonian teethMesiodens-cataract syndromeNHS"
post-1490,Narcolepsy,https://rarediseases.org/rare-diseases/narcolepsy/,Gelineau's syndromehypnolepsynarcoleptic syndromeparoxysmal sleep
post-1878,Necrotizing Enterocolitis,https://rarediseases.org/rare-diseases/necrotizing-enterocolitis/,NEC
post-1491,Necrotizing Fasciitis,https://rarediseases.org/rare-diseases/necrotizing-fasciitis/,flesh-eating bacteriaflesh-eating diseasestreptococcal gangrenesuppurative fasciitis
post-1492,Nelson Syndrome,https://rarediseases.org/rare-diseases/nelson-syndrome/,corticotroph tumor progression after bilateral adrenalectomy
post-1493,Nemaline Myopathy,https://rarediseases.org/rare-diseases/nemaline-myopathy/,Congenital Rod DiseaseNMRod Myopathy
post-1295,Neonatal Cholestasis,https://rarediseases.org/rare-diseases/idiopathic-neonatal-hepatitis/,idiopathic neonatal hepatitisneonatal giant cell hepatitisintrahepatic cholestasis
post-1494,Neonatal Hemochromatosis,https://rarediseases.org/rare-diseases/neonatal-hemochromatosis/,congenital hemochromatosisneonatal iron storage disease
post-1495,Neonatal Lupus,https://rarediseases.org/rare-diseases/neonatal-lupus/,neonatal lupus erythematosuscongenital heart blockneonatal lupus syndrome
post-1496,Neonatal-Onset Multisystem Inflammatory Disease,https://rarediseases.org/rare-diseases/neonatal-onset-multisystem-inflammatory-disease/,"chronic, infantile, neurological, cutaneous and articular syndromeCINCA syndromeNOMID"
post-1497,Nephrogenic Diabetes Insipidus,https://rarediseases.org/rare-diseases/nephrogenic-diabetes-insipidus/,acquired nephrogenic diabetes insipiduscongenital nephrogenic diabetes insipidushereditary nephrogenic diabetes insipidusNDIvasopressin-resistant diabetes insipidus
post-1498,Nephrogenic Systemic Fibrosis,https://rarediseases.org/rare-diseases/nephrogenic-systemic-fibrosis/,gadolinium-associated nephrogenic systemic fibrosisnephrogenic fibrosing dermopathyNSF
post-1499,Neu Laxova Syndrome,https://rarediseases.org/rare-diseases/neu-laxova-syndrome/,NLS
post-1501,Neuroacanthocytosis,https://rarediseases.org/rare-diseases/neuroacanthocytosis/,Levine-Critchley syndrome
post-1502,Neurofibromatosis 1,https://rarediseases.org/rare-diseases/neurofibromatosis-type-1-nf1/,NF1Von Recklinghausen's diseaseVon Recklinghausen's neurofibromatosis
post-1504,Neuroleptic Malignant Syndrome,https://rarediseases.org/rare-diseases/neuroleptic-malignant-syndrome/,Drug-Induced Movement DisorderHyperthermiaNeuroleptic-Induced Acute Dystonia
post-1505,Neuromyelitis Optica Spectrum Disorder,https://rarediseases.org/rare-diseases/neuromyelitis-optica/,"(Asian, Japanese) opticospinal MSDevic diseaseDevic syndromeoptic neuromyelitisopticomyelitisNMOSD"
post-2017,Neuropathic Ocular Pain,https://rarediseases.org/rare-diseases/neuropathic-ocular-pain/,neuropathic dry eyesneuropathic corneal paincorneal neuropathycorneal neuralgiakeratoneuralgia
post-1506,"Neuropathy, Congenital Hypomyelination",https://rarediseases.org/rare-diseases/neuropathy-congenital-hypomyelination/,"Charcot-Marie-Tooth Type 4ECHNCMT4ECongenital Dysmyelinating NeuropathyCongenital Hypomyelinating PolyneuropathyCongenital HypomyelinationCongenital Hypomyelination NeuropathyCongenital Hypomyelination (Onion Bulb), PolyneuropathyCongenital Neuropathy caused by HypomyelinationHypomyelination Neuropathy"
post-1971,Neurotrophic Keratitis,https://rarediseases.org/rare-diseases/neurotrophic-keratitis/,neurotrophic keratopathy
post-1507,Nevoid Basal Cell Carcinoma Syndrome,https://rarediseases.org/rare-diseases/nevoid-basal-cell-carcinoma-syndrome/,basal cell nevus syndromeBCNSGorlin-Goltz syndromeGorlin syndromeHermans-Herzberg phakomatosisNBCCS
post-1692,Nevus Sebaceus Syndrome,https://rarediseases.org/rare-diseases/schimmelpenning-syndrome/,epidermal nevus syndromeSchimmelpenning syndromeJadassohn sebaceous nevus syndromeSchimmelpenning-Feuerstein-Mims syndromeSolomon syndrome
post-1503,NF2-Related Schwannomatosis,https://rarediseases.org/rare-diseases/neurofibromatosis-2/,Bilateral acoustic neurofibromatosis (BANF)Central neurofibromatosisNF2Neurofibromatosis tipo IINeurofibromatosis 2
post-1919,NGLY1 Deficiency,https://rarediseases.org/rare-diseases/ngly1-deficiency/,NGLY1-related congenital disorder of deglycosylationNGLY1-CDDGNGLY1-related disorder
post-1509,Niemann Pick Disease Type C,https://rarediseases.org/rare-diseases/niemann-pick-disease-type-c/,NPCNPD-C
post-1510,Nocardiosis,https://rarediseases.org/rare-diseases/nocardiosis/,Lung Nocardiosis
post-1511,Non-24-Hour Sleep-Wake Disorder,https://rarediseases.org/rare-diseases/non-24-hour-sleep-wake-disorder/,"circadian rhythm sleep disorder, free-running typefree-running disorderhypernychthemeral syndromeN24non-24non-24-hour disordernon-24-hour sleep-wake cycle disordernon-24-hour sleep-wake syndrome"
post-1512,Nonketotic Hyperglycinemia,https://rarediseases.org/rare-diseases/nonketotic-hyperglycinemia/,glycine encephalopathyNKH
post-1887,Nontuberculous Mycobacterial Lung Disease,https://rarediseases.org/rare-diseases/nontuberculous-mycobacterial-lung-disease/,Mycobacteria other than tuberculosis (MOTT)Nontuberculous Mycobacterial DiseaseNontuberculosis MycobacteriumNTM
post-1513,Noonan Syndrome,https://rarediseases.org/rare-diseases/noonan-syndrome/,female pseudo-Turner syndromemale Turner syndromeNSTurner phenotype with normal chromosomes (karyotype)
post-1360,Noonan Syndrome with Multiple Lentigines,https://rarediseases.org/rare-diseases/leopard-syndrome/,NSMLmultiple lentigines syndromeLEOPARD syndrome
post-1514,Norrie Disease,https://rarediseases.org/rare-diseases/norrie-disease/,atrophia bulborum hereditariaEpiskopi blindnessNDNDP (Norrie disease pseudoglioma)Norrie syndromeNorrie-Warburg disease
post-1508,NORSE (New Onset Refractory Status Epilepticus) and FIRES (Febrile Infection-Related Epilepsy Syndrome),https://rarediseases.org/rare-diseases/new-onset-refractory-status-epilepticus-norse/,N/A
post-1516,Ocular Albinism,https://rarediseases.org/rare-diseases/ocular-albinism/,Nettleship-Falls ocular albinismOA1ocular albinism type 1X-linked ocular albinismXLOA
post-254942,Ocular Albinism with Late Onset Sensorineural Deafness,https://rarediseases.org/rare-diseases/ocular-albinism-with-late-onset-sensorineural-deafness/,OASDocular albinism with sensorineural deafnessdeafness and ocular albinism
post-1933,Ocular Melanoma,https://rarediseases.org/rare-diseases/ocular-melanoma/,OM
post-1517,"Ocular Motor Apraxia, Cogan Type",https://rarediseases.org/rare-diseases/ocular-motor-apraxia-cogan-type/,"COMACongenital Oculomotor Apraxiaoculomotor apraxia, Cogan typesaccade initiation failure, congenital"
post-1518,Oculo-Auriculo-Vertebral Spectrum,https://rarediseases.org/rare-diseases/oculo-auriculo-vertebral-spectrum/,Facio-Auriculo-Vertebral SpectrumFAVFirst and Second Branchial Arch SyndromeGoldenhar-Gorlin SyndromeOAVSOAV SpectrumOculo-Auriculo-Vertebral Dysplasia
post-1519,Oculo-Dento-Digital Dysplasia,https://rarediseases.org/rare-diseases/oculo-dento-digital-dysplasia/,Dento-Oculo-Osseous DysplasiaOculodentodigital DysplasiaOculo Dento Digital DysplasiaOculo-Dento-Osseous DysplasiaODDDODD SyndromeODODOsseous-Oculo-Dento Dysplasia
post-1520,Oculocerebral Syndrome with Hypopigmentation,https://rarediseases.org/rare-diseases/oculocerebral-syndrome-with-hypopigmentation/,"oculocerebral syndrome hypopigmentation syndrome, Cross typeCross-McKusick-Breen syndromeCross syndromedepigmentation-gingival fibromatosis-microphthalmiaKramer syndrome"
post-1521,Oculocerebrocutaneous Syndrome,https://rarediseases.org/rare-diseases/oculocerebrocutaneous-syndrome/,Delleman-Oorthuys syndromeDelleman syndromeOCCSOCC syndromeorbital cyst with cerebral and focal dermal malformations
post-1522,Oculocutaneous Albinism,https://rarediseases.org/rare-diseases/oculocutaneous-albinism/,brown oculocutaneous albinismminimal pigment oculocutaneous albinismOCA1OCA1AOCA1BOCA3OCA4oculocutaneous albinism type 1Bplatinum oculocutaneous albinismrufous oculocutaneous albinismtemperature-sensitive oculocutaneous albinismtyrosinase-negative oculocutaneous albinismtyrosinase-positive oculocutaneous albinismtyrosinase-related OCAyellow oculocutaneous albinismOCA5OCA6OCA7oculocutaneous albinism type 1A
post-1523,Oculopharyngeal Muscular Dystrophy,https://rarediseases.org/rare-diseases/oculopharyngeal-muscular-dystrophy/,autosomal dominant OPMDautosomal recessive OPMDOPMD
post-259467,Ogden Syndrome,https://rarediseases.org/rare-diseases/ogden-syndrome/,NAA10-related neurodevelopmental syndrome
post-1524,Ogilvie syndrome,https://rarediseases.org/rare-diseases/ogilvie-syndrome/,ACPOacute colonic pseudo-obstructioncolonic pseudo-obstructionOgilvie's syndrome
post-153706,Okur-Chung Neurodevelopmental Syndrome,https://rarediseases.org/rare-diseases/okur-chung-neurodevelopmental-syndrome/,OCNDSCSNK2A1-related disorder
post-1525,Olivopontocerebellar Atrophy,https://rarediseases.org/rare-diseases/olivopontocerebellar-atrophy/,N/A
post-1526,Ollier Disease,https://rarediseases.org/rare-diseases/ollier-disease/,dyschondroplasiaenchondromatosismultiple cartilaginous enchondrosesmultiple enchondromatosis
post-1527,Opsoclonus-Myoclonus-Ataxia Syndrome,https://rarediseases.org/rare-diseases/opsoclonus-myoclonus-syndrome/,"dancing eyes-dancing feetdancing eye syndrome (term usually used in UK)Kinsbourne syndromemyoclonic encephalopathy, Kinsbourne typeOMASOMSopsoclonic encephalopathyopsoclonus-myoclonus syndrome"
post-1528,Optic Nerve Hypoplasia,https://rarediseases.org/rare-diseases/optic-nerve-hypoplasia/,DeMorsier syndromeONHseptooptic dysplasiaSOD
post-1529,Oral-Facial-Digital Syndrome,https://rarediseases.org/rare-diseases/oral-facial-digital-syndrome/,OFD syndromeorofaciodigital syndrome
post-873,Organizing Pneumonia,https://rarediseases.org/rare-diseases/bronchiolitis-obliterans-organizing-pneumonia/,Epler's pneumoniabronchiolitis obliterans organizing pneumonia (BOOP)cryptogenic organizing pneumonia (COP)idiopathic organizing pneumonia organizing
post-1530,Ornithine Transcarbamylase Deficiency,https://rarediseases.org/rare-diseases/ornithine-transcarbamylase-deficiency/,hyperammonemia due to ornithine transcarbamylase deficiencyornithine carbamyltransferase deficiencyOTC deficiency
post-1531,Orocraniodigital Syndrome,https://rarediseases.org/rare-diseases/orocraniodigital-syndrome/,Cleft Lip/Palate with Abnormal Thumbs and MicrocephalyCranio-Oro-Digital SyndromeDigital-Oro-Cranio SyndromeJuberg Hayward Syndrome
post-1532,Orthostatic Hypotension,https://rarediseases.org/rare-diseases/orthostatic-hypotension/,postural hypotension
post-1533,"OSMED, Heterozygous",https://rarediseases.org/rare-diseases/osmed-heterozygous/,"Oto-Spondylo-Megaepiphyseal Dysplasia, Autosomal DominantOto-Spondylo-Megaepiphyseal Dysplasia, HeterozygousPierre-Robin Syndrome with Fetal ChondrodysplasiaStickler Syndrome Type IIIWeissenbacher-Zweymuller SyndromeWZS"
post-1534,"OSMED, Homozygous",https://rarediseases.org/rare-diseases/osmed-homozygous/,"Nance-Sweeney syndromeoto-spondylo-megaepiphyseal dysplasia, autosomal recessiveoto-spondylo-megaepiphyseal dysplasia, homozygous"
post-111730,Osteochondritis Dissecans,https://rarediseases.org/rare-diseases/osteochondritis-dissecans/,osteochondrosis dissecansosteochondral lesion
post-1535,Osteogenesis Imperfecta,https://rarediseases.org/rare-diseases/osteogenesis-imperfecta/,brittle bone diseasebrittle bone dysplasiaOI
post-1536,Osteomyelitis,https://rarediseases.org/rare-diseases/osteomyelitis/,direct or contiguous osteomyelitis.
post-1537,Osteonecrosis,https://rarediseases.org/rare-diseases/osteonecrosis/,aseptic necrosisavascular necrosis of boneischemic necrosis of bone
post-1538,Osteopetrosis,https://rarediseases.org/rare-diseases/osteopetrosis/,Albers-Schonberg diseasemarble bone diseaseosteosclerosis fragilis generalisata
post-1940,Osteosarcoma,https://rarediseases.org/rare-diseases/osteosarcoma/,osteogenic sarcoma
post-1539,Otopalatodigital Syndrome Type I and II,https://rarediseases.org/rare-diseases/otopalatodigital-syndrome-type-i-and-ii/,cranioorodigital syndromefaciopalatoosseous syndromeFPOOPD syndromeTaybi syndrome
post-1970,Ovarian Cancer,https://rarediseases.org/rare-diseases/ovarian-cancer/,N/A
post-1540,Ovotesticular Disorder of Sex Development,https://rarediseases.org/rare-diseases/ovotesticular-disorder-of-sex-development/,ovotesticular DSDtrue gonadal intersextrue hermaphroditism
post-1541,Pachydermoperiostosis,https://rarediseases.org/rare-diseases/pachydermoperiostosis/,primary hypertrophic osteoarthropathypachydermoperiostosis syndromeRosenfeld-Kloepfer syndromeTouraine-Solente-Gole syndromePHO
post-1542,Pachyonychia Congenita,https://rarediseases.org/rare-diseases/pachyonychia-congenita/,PC
post-1543,Paget’s Disease,https://rarediseases.org/rare-diseases/pagets-disease/,osteitis deformansPaget's disease of bone
post-1544,Paget’s Disease of the Breast,https://rarediseases.org/rare-diseases/pagets-disease-of-the-breast/,mammary Paget's diseasePaget's disease of the nipplePaget's disease of the nipple and areola
post-1546,Pallister Killian Mosaic Syndrome,https://rarediseases.org/rare-diseases/pallister-killian-mosaic-syndrome/,"chromosome 12, Isochromosome 12p syndromeKillian syndromeKillian Teschler-Nicola syndromePallister mosaic syndromeTeschler-Nicola Killian syndromePKSisochromosome 12p syndrometetrasomy 12p, mosaic"
post-1547,Pallister W Syndrome,https://rarediseases.org/rare-diseases/pallister-w-syndrome/,W Syndrome
post-1545,Pallister-Hall Syndrome,https://rarediseases.org/rare-diseases/pallister-hall-syndrome/,CAVE (cerebro-acro-visceral early lethality) complexcongenital hypothalamic hamartoblastoma syndromeHall-Pallister syndromePHS
post-2008,Palmoplantar Pustulosis,https://rarediseases.org/rare-diseases/palmoplantar-pustulosis/,pustulosis palmaris et plantarisPPPlocalized pustular psoriasis (LPP)palmoplantar pustular psoriasis
post-1548,Pancreatic Neuroendocrine Neoplasms (pNENs),https://rarediseases.org/rare-diseases/pancreatic-neuroendocrine-neoplasms-pnens/,pancreatic endocrine tumorspancreatic islet cell tumorspancreatic neuroendocrine tumorspNETislet cell carcinomaislet cell tumors
post-1550,Pantothenate Kinase-Associated Neurodegeneration,https://rarediseases.org/rare-diseases/pantothenate-kinase-associated-neurodegeneration/,"Hallervorden-Spatz SyndromeHARPHSSNBIA1neurodegeneration with brain iron accumulation type 1Pigmentary Degeneration of Globus Pallidus, Substantia Nigra, Red NucleusPKAN"
post-1551,Papillitis,https://rarediseases.org/rare-diseases/papillitis/,Optic Nerve Papillitis
post-1552,Papillon Lefèvre Syndrome,https://rarediseases.org/rare-diseases/papillon-lefevre-syndrome/,keratoris palmoplantaris with periodontopathiaPLS
post-1553,Paracoccidioidomycosis,https://rarediseases.org/rare-diseases/paracoccidioidomycosis/,Lobo DiseaseLutz-Splendore-Almeida DiseaseParacoccidioidal GranulomaPCMSouth American Blastomycosis
